Name,Disc. Date,mmax,Host Name,R.A.,Dec.,z,Type,Phot.,Spec.
CSS141005:022316-070520,9/30/14,17.4,,"02:23:16.0,02:23:15.64,02:23:15.65","-07:05:20,-07:05:20.8,-07:05:20.5",0.045,Ic,1,
LSQ14ftp,10/2/14,19.8,,19:05.7,-22:18:30.4,0.063,Ic,1,1
SN2014ds,10/11/14,16.3,NGC 2536,11:16.4,+25:10:47.4,0.0137,IIb,1,2
LSQ14fxj,10/12/14,20.3,,39:12.6,+03:19:29.6,0.36,SLSN-I,1,
LSQ14gac,10/23/14,22,,45:39.8,-32:07:04.5,0.072,Ib,1,1
AT2014ge,10/28/14,13.9,NGC 4080,04:51.5,+26:59:46.6,0.00189,Ib,1,
CSS141028:081814+044553,10/28/14,16.4,MCG +01-21-21,"08:18:13.89,08:18:13.90","+04:45:52.6,+04:45:52.7",0.009,Ib,1,
SN2014ei,11/5/14,17.4,MCG -01-13-50,"05:03:16.36,05:03:16.39","-02:56:11.4,-02:56:11.0",0.01444,Ib,1,
SNhunt268,11/30/14,17.1,UGC 783,"01:14:26.8,01:14:26.75,01:14:26.82,01:14:26.808","+42:33:18,+42:33:19.1,+42:33:18.4,+42:33:18.36",0.0197,II,1,1
LSQ14ggv,12/2/14,20.1,,30:57.3,-10:03:00.4,0.06,Ib-IIb,1,1
SN2014ef,12/13/14,17.3,NGC 309,56:39.7,-09:54:02.8,0.02,Ib,1,
LSQ14gqk,12/18/14,20.1,MCG -01-12-27,32:46.7,-07:18:26.1,0.04,Ib/c,1,1
LSQ15cj,12/24/14,19.7,,31:20.9,-04:02:42.2,"0.054,0.034",Ic,1,1
ASASSN-15bd,1/8/15,16.2,SDSS J155438.39+163637.6,"15:54:38.33,15:54:38.4","+16:36:38.1,+16:36:38.16",0.007946,IIb,1,
CSS150120:095828+411135,1/20/15,18.5,,58:27.6,+41:11:34.9,0.05,IIb,1,
PSN J05521661+4650211,1/23/15,17.1,MCG +08-11-10,52:16.6,+46:50:21.1,0.0224,Ic?,1,1
LSQ15hj,1/24/15,19.2,,11:36.2,-04:40:43.3,0.065,II,1,1
SN2015U,2/13/15,15.74,NGC 2388,28:53.9,+33:49:10.6,0.01379,Ibn,128,21
PSN J10234760+3348477,2/13/15,17,UGC 5623,23:47.6,+33:48:47.7,0.034,IIb?,1,
Gaia15acs,2/22/15,16.3,PGC 65805,"20:58:07.66,20:58:07.68","-51:47:07.4,-51:47:08.16",0.02,Ib,15,1
LSQ15rw,2/22/15,19.5,,32:31.3,-13:39:27.4,0.021,IIb,1,1
CSS150325:140426+514417,3/25/15,17.7,,"14:04:26.0,14:04:26.04","+51:44:17,+51:44:16.8",0.046,Ic,1,1
PS15zq,4/7/15,18.1,,35:18.4,+19:03:00.2,0.021,IIb,1,
PS15ajp,5/11/15,20.3,,18:44.8,+06:06:57.6,,Ib/c,1,
ASASSN-15kj,5/31/15,15.6,ESO 297-G37,"01:58:11.53,01:58:11.592","-39:32:49.7,-39:32:49.2",0.018453,Ic,1,
PSN J17162885+0625585,6/12/15,18.1,UGC 10779,16:28.9,+06:25:58.5,0.023,IIb,1,
SN2015Q,6/17/15,16.1,NGC 3888,"11:47:35.08,11:47:35.12","+55:58:14.7,+55:58:15.4",0.008,Ib,12,
SN2016dsb,6/23/15,15.2,GALEXASC J015900.57-322225.2,"01:58:59.71,01:58:59.712,01:58:59.710","-32:22:18.5,-32:22:18.48,-32:22:18.49",0.0161,IIb,15,1
PS15axw,6/25/15,19.01,,52:23.9,+42:03:27.6,0.04,Ic,17,
PS15ays,6/27/15,18.8,,17:48.5,+26:03:42.0,0.04,Ib,1,
PS15bap,6/29/15,18.55,,31:27.6,+48:28:24.8,0.05,Ic,12,
PS15bgt,7/9/15,16.13,NGC 6412,"17:29:29.18,22:46:05.04","+75:42:39.0,-10:59:47.9,-10:59:48.4","0.0044,0.0089",Ib,31,15
SN2015dj,7/10/15,16.2,NGC 7371,46:05.0,-10:59:48.4,0.0089,Ib,1,
ASASSN-15mj,7/12/15,15.6,PGC 2036567,"14:02:15.640,14:02:15.64,14:02:15.6","+33:39:40.29,+33:39:40.3,+33:39:40.32",0.034371,Ib,31,1
PSN J02513304+3730434,7/12/15,17,KUG 0248+373,51:33.0,+37:30:43.4,0.02,Ib/c,1,1
PS15bhi,7/14/15,18.66,IC 1357,05:57.6,-10:42:39.2,0.027,Ib,13,
ASASSN-15no,8/3/15,16.32,SDSS J153825.20+465404.1,"15:38:25.30,15:38:25.44","+46:54:06.6,+46:54:06.12",0.043,Ic,106,
SN2015ag,8/6/15,19.1,IC 43,42:21.9,+29:38:41.5,0.0162,Ic,1,1
PSN J01101191+3313536,8/17/15,17.6,PGC 2027055,10:11.9,+33:13:53.6,0.018,IIb,1,
PS15bvb,8/30/15,18.05,APMUKS(BJ) B033449.79-051204.6,37:18.5,-05:02:10.2,0.022,Ib/IIb,10,1
PS15cer,9/6/15,15.5,NGC 7349,"22:41:14.79,22:41:14.76","-21:47:42.1,-21:47:41.7",0.015,Ib,17,
iPTF15eqv,9/27/15,16.7,NGC 3430,52:08.3,+32:56:39.4,0.00529,IIb,1,
ASASSN-15qz,10/11/15,17.1,ESO 296-G027,"01:25:36.090,01:25:36.09,01:25:36.096","-41:27:55.84,-41:27:55.8",0.021638,IIb,1,1
ASASSN-15re,10/13/15,16.8,CGCG 448-007,"20:48:07.780,20:48:07.78,20:48:07.68","+16:23:01.33,+16:23:01.3,+16:23:01.32",0.030314,Ic Pec,1,1
DES15C1mat,10/29/15,21.6,PGC 770476,39:08.1,-26:11:27.0,0.12,Ib/c,1,
DES15E2mhi,11/2/15,24.3,,36:11.9,-44:01:30.6,0.2084,Ib/c,1,
PS15cvn,11/7/15,17.7,PGC 1152667,"00:09:21.67,00:09:21.677","-00:04:06.5,-00:04:06.78",0.065,Ic,19,1
SN2015au,11/10/15,17.7,NGC 7300,30:59.4,-13:59:56.1,"0.016,0.025",IIb,1,1
ASASSN-15ta,11/14/15,16.8,GALEXASC J202933.17-615703.5,"20:29:33.030,20:29:33.03,20:29:33.36","-61:57:03.42,-61:57:03.4,-61:57:03.6",0.015,Ib,1,1
SN2015av,11/16/15,17.6,ESO 285-G20,29:36.5,-43:50:27.7,0.023,Ic,1,1
SN2015bb,11/16/15,16,NGC 5772,"14:51:37.83,14:51:37.00","+40:35:51.4,+40:35:51.0",0.016345,Ib/c,1,
CSS151130:014258+273410,11/30/15,17.6,,42:58.4,+27:34:10.5,0.04,IIb?,1,1
ASASSN-15tu,12/8/15,16.3,2MASX J22340166-3223490,"22:34:02.580,22:34:02.58,22:34:02.64","-32:23:53.58,-32:23:53.6,-32:23:53.52",0.0126,IIb,1,
AT2015dd,12/15/15,14.4,NGC 5483,10:23.4,-43:18:43.7,0.006,Ib,1,
DES15C3oeb,12/21/15,24.5,,29:50.3,-27:42:40.0,0.326,Ib/c,1,
PSN J08123984-7953078,12/26/15,17.2,ESO 18-G1,12:39.8,-79:53:07.8,0.01489,Ib,1,
ASASSN-15um,12/28/15,16,2MASX J05395948-8022191,"05:40:05.191,05:40:05.19,05:40:05.304","-80:22:22.63,-80:22:22.6,-80:22:23.16",0.02,Ic,1,1
OGLE15xx,12/29/15,18.52,,35:40.3,-66:20:48.5,0.21,Ic Pec,19,1
SN2016U,1/4/16,20.53,2MASX J10341910+0324229,34:19.3,"+03:24:25.5,+03:24:25.4",0.074,IIb,11,
SN2016M,1/15/16,18.3,PGC 2707944,"07:16:37.75,07:16:37.66","+67:53:32.3,+67:53:32.2",0.036,IIb,12,1
SN2016P,1/19/16,16,NGC 5374,"13:57:31.13,13:57:31.10","+06:05:51.6,+06:05:51.0",0.014617,Ic,1,1
SN2016adj,2/8/16,14,NGC 5128,"13:25:24.110,13:25:24.119","-43:00:57.50,-43:00:57.90",0.001825,IIb,14,3
Gaia16afy,2/24/16,15.34,,"18:13:35.206,18:13:35.28","+31:44:17.59,+31:44:17.52",,BL,120,
SN2016dsl,2/24/16,16.32,IC 863,"13:17:13.20,13:17:13.2,13:17:13.22","-17:15:06.5,-17:15:06.48",0.008,Ib/c,18,1
SN2016avh,2/28/16,18.97,MCG -02-27-02,"10:25:47.880,10:25:47.88","-11:25:17.60,-11:25:17.6,-11:25:17.5",0.038,IIb,19,
SN2016aws,3/6/16,19.86,SDSS J101934.23-010033.6,"10:19:34.610,10:19:34.62,10:19:34.61","-01:00:32.60,-01:00:32.6",0.043,Ib,16,
SN2016bas,3/12/16,16.8,ESO 163-G11,38:05.5,-55:11:47.0,0.009,IIb,1,1
SN2016blq,3/12/16,20.18,,"11:08:55.51,11:08:55.52",-29:01:26.4,0.04,IIb,1,1
SN2016bhr,3/17/16,17.2,UGC 9241,25:20.6,+32:28:55.9,0.013926,IIb,1,1
SN2016bir,3/18/16,17.3,PGC 2041038,"13:14:05.90,13:14:05.87","+33:55:09.7,+33:55:09.6",0.032,Ib,12,1
SN2016bke,3/20/16,18.84,SDSS J125212.55+480913.4,"12:52:12.61,12:52:12.48,12:52:12.60","+48:09:11.6,+48:09:11.52",0.09,Ib,13,
SN2016bll,3/31/16,17.85,CGCG 089-046,"08:33:18.30,8:33:18.3072,08:33:18.25","+19:20:44.8,+19:20:44.808",0.01914,Ib,14,1
SN2016blt,4/4/16,18,ESO 271-G26,15:45.8,-47:38:15.0,0.016,IIb,1,1
SN2016blz,4/10/16,14.57,2MASX J13284699-2739061,"15:40:29.23,15:40:29.28,13:28:47.00","+00:54:36.4,+00:54:37.12,-27:39:04.5",0.01173,II,61,2
SN2016cce,4/29/16,18.38,UGC 8533,"13:33:27.20,13:33:27.2088,13:33:27.12,13:33:27.09","+05:28:57.8,+05:28:57.8258,+05:28:55.704,+05:28:55.8",0.022,Ic,14,1
SN2016cgq,4/29/16,19.04,,10:43.9,+53:35:59.5,0.05,IIb,14,
SN2016dyn,5/6/16,17.91,NGC 7339,"22:37:45.42,22:37:45.36,22:37:45.43","+23:47:13.9,+23:47:13.92,+23:47:14.1",0.00532,Ic,15,
iPTF16asu,5/11/16,19.25,,59:09.4,+13:48:10.8,0.187,Ic BL,51,
SN2016cdd,5/14/16,16.1,ESO 218-G8,31:53.6,-51:44:50.83,0.008731,Ib,1,1
SN2016coi,5/27/16,13.45,UGC 11868,"21:59:04.08,21:59:04.14,21:59:04.140,21:59:04.1376","+18:11:10.68,+18:11:10.5,+18:11:10.46,+18:11:10.3308,+18:11:11.04",0.003646,Ic BL,721,
SN2016exv,8/9/16,17.64,LCSB S0604O,"03:39:34.382,03:39:34.392","+20:42:30.42,+20:42:30.24",0.021218,IIb,13,1
DES16S1kt,8/25/16,21,,51:07.5,+00:01:33.00,0.0682,IIb,1,1
DES16C1zb,8/26/16,22.9,,35:19.1,-26:15:41.9,0.13,IIb,1,
SN2016frp,8/27/16,18.5,,21:32.5,-05:57:24.29,0.027,Ib,1,1
SN2016gcm,9/8/16,18.34,PGC 166705,"21:04:55.220,21:04:55.18,21:04:55.22","+65:42:29.30,+65:42:28.9",0.0224227,Ic?,10,1
DES16X3bdb,9/10/16,23.7,,23:12.4,-04:10:38.2,0.229,Ib/c,1,
SN2016gkm,9/21/16,15.32,UGC 4542,"08:42:53.063,08:42:53.04","+25:04:15.32,+25:04:15.24",0.017295,Ib/c,21,
DES16X2bda,9/21/16,23.1,,24:11.1,-06:01:56.3,0.236,Ib/c?,1,
DES16X2bvf,9/25/16,23.5,,18:36.3,-06:30:37.0,0.135,Ib,1,
SN2016gsk,9/27/16,17.7,,41:10.0,-05:05:58.25,0.021,Ic,1,1
OGLE16ekf,10/3/16,19.8,,37:36.7,-71:48:17.4,"0.068,0.062",IIb,1,1
OGLE16eun,10/23/16,20.2,,55:14.5,-68:07:43.9,0.057,Ic,1,1
SN2016iae,11/7/16,14.99,NGC 1532,"04:12:05.530,04:12:05.52","-32:51:44.75,-32:51:44.64",0.003468,Ic,12,2
DES16X2dqz,11/16/16,22.9,,24:51.4,-06:49:28.6,0.204,Ib/c?,1,
SN2016jag,12/23/16,14.56,MCG -01-39-05,"05:12:52.68,15:23:19.790,05:12:52.670,15:23:19.92","-12:38:14.64,-04:09:19.50,-12:38:14.63,-04:09:20.34",0.006701,CV,16,
SN2016jev,12/28/16,19.37,2MASX J04104888+0528132,"04:10:48.940,04:10:48.93","+05:28:21.78,+05:28:21.7",0.032,Ib,41,
SN2017hl,1/9/17,17.3,KUG 1204+171,"12:07:18.830,12:07:18.72","+16:50:26.02,+16:50:26.16",0.023073,Ib,1,1
SN2017rt,1/10/17,17.45,NGC 3836,"11:43:29.260,11:43:29.25","-16:47:37.27,-16:47:37.2",0.012208,Ic,17,1
SN2017mw,1/20/17,17.17,ESO 316-G7,"09:57:20.966,09:57:20.88","-41:35:20.98,-41:35:21.12",0.0117,IIb,11,1
SN2017wj,1/29/17,19.1,,24:08.9,+39:51:43.64,0.051,Ib,1,
SN2017bgu,2/22/17,15.6,PGC 2201393,55:59.5,+42:33:36.01,0.008503,Ib,1,2
SN2017cao,3/6/17,17.1,,"19:24:02.189,19:24:02.16","+42:17:21.08,+42:17:21.12",0.02,IIb,11,
SN2017cjd,3/19/17,16.9,,50:30.2,-18:35:44.96,0.023,Ic,1,1
AT2017csd,4/1/17,18.5,,56:26.6,+04:58:49.45,0.03,Ib/c,1,
SN2017cxz,4/9/17,17.6,PGC 140771,"17:19:19.780,17:19:19.66","+57:53:55.80,+57:53:54.6",0.0289,Ib,19,1
SN2017dgd,4/19/17,17.6,,"16:45:38.967,16:45:38.97,16:45:38.98","+01:37:19.70,+01:37:20.2,+01:37:20.28",0.022,IIb,13,1
SN2017dgk,4/21/17,17.9,,54:41.7,-26:35:01.60,"0.058,0.065",Ic,1,1
SN2017ecp,5/16/17,16.6,PGC 727891,"14:14:48.930,14:14:48.96","-29:33:36.76,-29:33:37.08",0.02,Ibn,1,
SN2017ens,6/5/17,17.8,,04:09.4,-01:55:52.25,0.1086,Ic BL,1,
SN2017ewx,6/19/17,16.36,NGC 5418,"14:02:16.520,14:02:16.5504,14:02:16.56,14:02:16.52","+07:40:44.21,+07:40:44.3273,+07:40:44.4,+07:40:44.3",0.015179,Ib,16,1
SN2017eye,6/22/17,18.59,,"14:37:45.110,14:37:45.12","+21:20:29.02,+21:20:29.4",0.031,Ic,17,
SN2017fgk,7/9/17,17.6,,47:49.2,+16:08:05.18,0.034,Ic BL,1,
SN2017ggi,8/12/17,19.7,,58:52.8,-35:51:49.83,0.039,Ib,1,1
SN2017gat,8/13/17,16.6,GALEXASC J235316.77-324634.3,"23:53:17.032,23:53:16.8,23:53:17.04","-32:46:32.83,-32:46:33.96,-32:46:32.88",0.0231,Ic,1,1
DES17X3ct,8/16/17,22.1,,25:53.4,-04:39:12.7,0.206,Ib/c?,1,
SN2017gbv,8/16/17,17.2,ESO 301-G26,"03:42:01.371,03:42:01.368","-39:19:56.11,-39:19:56.28",0.041635,Ic,1,1
SN2017gfz,8/16/17,19.5,,"00:12:51.890,00:12:51.8928","-32:43:53.00,-32:43:53.04",0.06,IIb,1,1
SN2017gth,8/23/17,19,LEDA 1288751,12:38.2,+05:45:58.39,0.038,IIb,1,1
SN2017giq,8/27/17,18.28,SDSS J235754.69+2830,"23:57:54.730,23:57:54.7344,23:57:54.74,23:57:54.73","+28:30:12.33,+28:30:12.0",0.029813,Ic,12,1
SN2017gpn,8/27/17,15.9,NGC 1343,37:45.0,+72:31:59.00,0.0073,IIb,1,
OGLE17osk,8/29/17,19.5,,03:36.1,-69:37:45.90,0.109,Ib Pec,1,
SN2017hcb,9/23/17,18.3,MCG +05-07-18,36:23.7,+31:42:34.83,0.017,Ib,1,
SN2017hix,10/13/17,16.92,LEDA 2723806,"15:47:24.776,15:47:24.72,15:47:24.77","+68:47:11.26,+68:47:11.4,+68:47:11.2",0.012,Ic,19,2
DES17C1bzd,10/13/17,21.1,PGC 770476,39:07.8,-26:11:28.9,0.1199,IIb,1,
SN2017hnv,10/19/17,17.7,SDSS J230321.23+2540,"23:03:21.230,23:03:21.23",+25:40:37.46,0.03,Ic,1,1
SN2017hrg,10/22/17,18.9,,02:07.7,-11:22:00.55,0.045,Ic,1,1
SN2017hyf,10/27/17,18.98,UGC 1652,"02:09:33.020,2:09:33.019,02:09:33","+21:14:56.84,+21:14:56.4648,+21:14:56.4",0.017132,Ib,13,1
SN2017hyh,11/5/17,16.5,CGCG 029-002,"07:10:41.070,07:10:41.04","+06:27:41.40,+06:27:41.292",0.012039,IIb,13,1
SN2017ifh,11/15/17,18,,35:03.6,+50:26:27.90,0.039,Ic BL,1,
SN2017igt,11/17/17,19.5,,"02:13:23.900,02:13:23.89","+03:23:35.58,+03:23:35.5",0.029,Ic,15,1
SN2017iro,11/30/17,15.5,NGC 5480,06:23.1,+50:43:20.20,0.006191,Ib/c,1,
SN2017iwh,12/9/17,17.44,AM 1044-451,"10:46:32.649,10:46:32.64","-45:32:25.87,-45:32:25.8",0.042,Ic,16,1
SN2017ixh,12/12/17,18.26,NGC 2297,"06:44:26.500,06:44:26.64","-63:42:40.00,-63:42:41.76",0.011,Ib/c,11,
SN2017ixz,12/14/17,18.16,2MASX J07470232+2646347,"07:47:03.030,07:47:03.07","+26:46:25.77,+26:46:25.8",0.024,IIb,15,1
SN2017ixv,12/17/17,15.3,NGC 6796,"19:21:31.240,19:21:31.24",+61:08:51.76,0.007302,Ic BL,1,1
SN2017jbl,12/20/17,18.3,UGC 2780,"03:33:12.730,03:33:12.73",+36:11:24.60,0.015054,IIb,1,1
PS17fkd,12/23/17,20.2,,02:56.7,+12:03:04.27,0.08,IIb,1,
PS17fke,12/23/17,20.2,,07:17.5,+20:56:39.51,0.07,Ib,1,
SN2017jea,12/23/17,17.6,2MASX J07150015+4622455,"07:15:00.042,07:15:00","+46:22:43.79,+46:22:43.68",0.045,Ib/c,1,
SN2017jdn,12/24/17,17.8,UGC 5615,"10:23:45.510,10:23:45.36","+53:06:20.50,+53:06:18.72",0.0317,IIb,15,1
SN2018bf,1/1/18,18.8,,57:46.6,+25:38:33.56,0.025,Ic,1,
SN2018ec,1/3/18,15.1,NGC 3256,27:50.8,-43:54:06.30,0.009354,Ic,1,1
SN2018lrd,1/10/18,17.1,NGC 3690,28:30.4,+58:33:44.04,0.00999,Ib,1,
SN2018hb,1/14/18,21.6,,06:15.3,+17:20:21.64,0.114,Ib,1,1
SN2018aii,1/15/18,20.3,,22:10.4,+26:59:40.44,0.079164,Ic,1,1
SN2018if,1/18/18,17.6,,14:23.8,+49:35:32.90,0.031,Ic BL,1,1
SN2018kq,1/24/18,17.1,KUG 0921+406,"09:24:57.269,09:24:57.36","+40:23:56.14,+40:23:56.04",0.027804,Ic BL,1,1
SN2018mc,1/29/18,17.4,Unknown,"18:01:00.832,18:01:00.72","+61:41:46.92,+61:41:47.04",0.035,IIb,1,
OGLE18wc,2/16/18,18.44,,"05:18:11.710,05:18:11.736","-51:44:04.00,-51:44:03.84",,BL,121,
ASASSN-18dj,2/19/18,17.6,2MASX J06005908-1759313,"06:00:58.907,06:00:58.92","-17:59:33.03,-17:59:33",0.0221,Ic BL,1,
SN2018yg,2/23/18,15.4,ARK 364,"12:25:58.541,12:25:58.56","+04:28:26.30,+04:28:26.292",0.018469,Ic BL,1,
SN2018yn,2/23/18,18,NGC 3884,"11:46:13.030,11:46:12.96","+20:23:18.60,+20:23:18.6",0.02329,Ic,1,
SN2018abo,2/26/18,18.2,2MASX J11515984+0942111,"11:51:59.839,11:51:59.76","+09:42:11.21,+09:42:11.196",0.050822,Ic,1,1
PS18kz,3/8/18,17.4,MCG -02-34-46,25:31.2,-14:21:05.21,0.022389,Ic,1,
SN2018ajg,3/17/18,21,,19:59.4,-10:28:49.12,0.056,Ic,1,
Gaia18awn,4/6/18,15.87,,"11:03:52.227,11:03:52.32",-53:57:00.72,,BL,117,
SN2018arx,4/9/18,17.3,ESO 446-G8,"14:06:34.807,14:06:34.8","-32:34:44.06,-32:34:43.32,-32:34:44.04",0.033853,IIb,11,
SN2018avk,4/14/18,18.52,,"13:11:27.748,13:11:27.84",+65:38:17.16,0.132,Ic,14,
SN2018avy,4/17/18,17.89,MCG +05-28-45,"11:55:01.155,11:55:01.2","+32:04:31.27,+32:04:31.44",0.031,Ib/c,11,
SN2018bcc,4/19/18,17.6,,"16:14:22.660,16:14:22.56","+35:55:04.37,+35:55:04.44",0.0636,Ibn,10,
SN2018bfp,4/24/18,22.4,,24:38.2,-02:34:51.99,0.053,Ib,1,1
SN2018bfu,4/24/18,20.5,,15:29.0,-13:19:32.36,0.045331,Ic,1,1
SN2018bgp,4/24/18,18.9,,58:12.0,+49:19:13.33,0.053,Ib,1,
SN2018bho,5/5/18,19,UGC 9558,51:11.0,+17:11:39.46,0.04502,IIb,1,
SN2018bvw,5/5/18,18.6,,52:43.6,+25:40:30.12,0.054,Ic BL,1,
SN2018bjp,5/7/18,19.3,,43:33.6,-23:34:47.73,0.07,Ic,1,1
SN2018bja,5/10/18,17.58,2MASX J16255523+4046463,"16:25:55.410,16:25:55.43","+40:46:38.29,+40:46:38.1",0.0301,Ib,10,
SN2018ltk,5/13/18,18.9,,54:17.4,+14:16:24.01,0.0153,Ic,1,
ASASSN-18ll,6/2/18,17,SDSS J151142.60+062511.9,"15:11:42.606,15:11:42.72","+06:25:12.00,+06:25:12",0.031916,Ibn,1,
SN2018cem,6/4/18,18.79,CGCG 195-013,"16:05:34.820,16:05:34.73","+32:39:47.27,+32:39:47.5",0.029661,Ia,16,1
SN2018cim,6/6/18,17.46,,"15:57:39.270,15:57:39.36","+78:36:44.11,+78:36:43.92",0.035,Ib,13,
SN2018ckd,6/12/18,19.5,SDSS J140611.63+092048.7,"14:06:11.930,14:06:12",+09:20:39.84,0.024,Ib-Ca-rich,1,
Gaia18boc,6/16/18,16.46,,"03:21:13.767,03:21:13.776","-57:13:31.26,-57:13:31.08",0.02,Ib/c,14,
SN2018cow,6/16/18,13.8,CGCG 137-068,"16:16:00.220,16:16:00.24","+22:16:04.83,+22:16:04.8",0.014145,Ic BL,12,
SN2018cve,6/17/18,20.1,CGCG 158-103,25:23.5,+31:49:26.33,0.039,Ic,1,
SN2018ctw,6/21/18,17.4,ESO 297-G36,57:57.7,-38:01:14.80,0.037062,Ib Pec,1,
AT2018cvl,6/25/18,18.4,,02:55.3,-07:55:10.69,0.0586,Ib/IIb,1,
SN2018cwx,6/29/18,18.4,2MASX J23011177+0415489,"23:01:12.280,23:01:12.28","+04:15:36.87,+04:15:36.3",0.05,Ic,16,
SN2018ddu,7/4/18,18.3,CGCG 339-011,35:46.6,+71:41:15.24,0.029651,Ic,1,
SN2018dgs,7/5/18,18.74,2MASX J17001785+3823332,"17:00:17.760,17:00:17.76","+38:23:31.28,+38:23:31.56,+38:23:31.2",0.0351,Ib,17,
SN2018dgx,7/9/18,18.4,CGCG 278-031,48:05.3,+52:13:25.34,0.025318,Ic,1,
AT2018ecg,7/10/18,19.2,,00:20.9,-36:28:48.02,0.104,Ic,1,
SN2018dfg,7/10/18,15.9,NGC 5468,06:34.7,-05:27:02.90,0.00948,II,1,1
SN2018dxt,7/13/18,18.6,,58:53.6,+45:17:20.12,0.04,Ic,1,
SN2018dys,7/15/18,17.4,GALEXASC J125510.22-053406.8,"12:55:10.144,12:55:10.08","-05:34:07.80,-05:34:07.788",0.055,Ic,1,
SN2018efd,7/15/18,20.1,,19:59.7,+51:47:47.57,0.03,IIb,1,
SN2018ebq,7/16/18,19.4,,42:26.5,+11:47:05.56,0.04,Ic,1,
SN2018dzw,7/17/18,19.2,,56:25.9,+46:53:56.65,0.036963,IIb,1,
Gaia18bvv,7/21/18,16.83,2MASS J23492538-4932265,"23:49:25.388,23:49:25.44",-49:32:26.52,,BL,141,
Gaia18bwp,7/25/18,17.68,2MASS J11311549+0234506,"11:31:15.500,11:31:15.6",+02:34:50.34,,BL,118,
SN2018erw,7/31/18,18.7,,35:48.1,+21:44:19.81,0.023522,Ic,1,
SN2018eva,8/2/18,19.2,,52:10.7,+13:01:21.70,0.04,Ib,1,
SN2018eoe,8/3/18,17.22,MCG +03-57-02,"22:24:24.360,22:24:24.38","+18:04:18.76,+18:04:18.7",0.020457,Ib,10,
SN2018lqo,8/10/18,20.1,,28:43.3,+41:07:58.66,0.033,Ib-Ca-rich,1,
SN2018fav,8/12/18,18,2MASX J00455851-2156353,"00:45:58.582,00:45:58.584","-21:56:44.34,-21:56:44.52",0.037923,Ic,1,1
SN2018fbi,8/12/18,17.6,,59:24.3,+45:54:06.91,0.049,Ib,1,1
SN2018fcx,8/13/18,18.48,MCG -03-11-10,"04:05:56.721,04:05:56.712","-15:08:43.62,-15:08:43.8",0.025,II,18,1
Gaia18cji,8/22/18,12.3,,"18:44:39.613,18:44:39.6","+05:02:48.98,+05:02:48.984",,CV,108,
SN2018fob,8/23/18,19,,13:07.2,+41:16:11.07,0.029,Ic,1,
SN2018fmt,8/27/18,18.8,,21:00.9,-13:51:46.65,0.05,Ibn,1,
SN2018fzn,8/29/18,19.1,,49:56.9,+59:35:34.18,0.0375,IIb,1,
SN2018lqu,9/3/18,20.1,,54:11.5,+13:30:50.87,0.0358,Ib-Ca-rich,1,
SN2018gep,9/9/18,15.6,,43:48.2,+41:02:43.37,0.033,Ic BL,1,
SN2018gsy,9/13/18,19.4,,19:14.6,+60:56:22.60,0.073,Ic BL,1,
SN2018hyw,9/14/18,15.3,UGC 4344,20:17.4,+20:52:32.20,0.016815,II,1,2
SN2018gsk,9/15/18,16.52,NGC 1517,"04:09:11.620,04:09:11.544","+08:38:51.83,+08:38:50.568",0.011625,Ic,10,1
SN2018giu,9/15/18,18.7,,27:49.2,+09:54:51.90,0.026,Ic BL,1,1
SN2018gju,9/15/18,19.3,,08:11.8,-04:17:06.81,0.05,Ic BL,1,1
SN2018hxo,9/25/18,18.4,,09:05.8,+14:32:27.95,0.048,Ic BL,1,
SN2018gwo,9/28/18,16.4,NGC 4128,"12:08:38.910,12:08:38.88,12:08:38.83","+68:46:44.99,+68:46:44.4",0.007759,Ic,13,1
SN2018hdp,10/8/18,14.5,UGC 1716,13:45.0,"+04:06:08.18,+04:06:08.172",0.011461,Ic,1,
SN2018hhs,10/11/18,19.6,,49:58.2,+07:04:23.74,0.06,IIb,1,
SN2018hom,10/24/18,16.46,,"22:59:22.970,22:59:23.04","+08:45:05.07,+08:45:04.644",0.0362,Ic BL,117,
Gaia18dfw,10/30/18,17.19,,"23:30:35.795,23:30:35.76","-37:24:37.95,-37:24:37.8",,BL,114,
SN2018hsf,10/31/18,19.4,,40:12.8,-19:58:44.94,0.119,Ic BL,1,
SN2018htg,11/2/18,19.1,,27:11.6,+49:29:44.93,0.044,Ib,1,
Gaia18dgz,11/3/18,11.56,,"12:51:26.193,12:51:26.16","-64:59:57.94,-64:59:57.84",,CV,118,
SN2018ijp,11/7/18,19.4,SDSS J102137.73+085554.2,"10:21:38.050,10:21:38.04","+08:55:53.12,+08:55:53.0",0.0848,Ic,21,
SN2018ium,11/10/18,18.24,IC 596,"10:10:31.750,10:10:31.68","+10:02:39.43,+10:02:36.96",0.031695,Ic BL,11,
SN2018ise,11/12/18,18.52,2MASX J07071594+6403517,"07:07:16.770,07:07:16.74","+64:03:41.92,+64:03:41.8",0.0552,Ic,16,
SN2018iqx,11/13/18,19.2,,27:53.6,+19:27:38.44,0.02,Ib/c,1,1
SN2018jaw,11/20/18,17.8,,"12:54:04.110,12:54:04.10","+13:32:47.85,+13:32:47.9",0.037,Ic,15,
SN2018jak,11/21/18,19.2,2MASX J09591813+3453533,"09:59:18.200,09:59:18.18","+34:53:43.77,+34:53:43.7",0.038517,IIb,15,
SN2018jee,11/25/18,18.66,,"07:23:14.632,07:23:14.64","+56:31:30.45,+56:31:30.3",0.04,IIb,15,
